COUNTY,Class,Number,Gender,Year,LAT,LON,OBJECTID
Nyamira,Class 3,9523,Girls,12/31/2014 12:00:00 AM,-0.6427324001, 34.9646595611,503
Nyandarua,Class 3,9258,Girls,12/31/2014 12:00:00 AM,-0.3220778225, 36.482869161,504
Nyeri,Class 3,8187,Girls,12/31/2014 12:00:00 AM,-0.3429235894, 36.9564781346,505
Samburu,Class 3,3486,Girls,12/31/2014 12:00:00 AM,1.3168546261, 37.118394067,506
Siaya,Class 3,16705,Girls,12/31/2014 12:00:00 AM,-0.0621298886, 34.2476417045,507
Taita Taveta,Class 3,4223,Girls,12/31/2014 12:00:00 AM,-3.4347339937, 38.4186020033,508
Tana River ,Class 3,3192,Girls,12/31/2014 12:00:00 AM,-1.5263666043, 39.4178692029,509
Tharaka-Nithi,Class 3,6264,Girls,12/31/2014 12:00:00 AM,-0.2070612179, 37.8702972709,510
Trans Nzoia,Class 3,16038,Girls,12/31/2014 12:00:00 AM,1.0509548086, 34.9574199775,511
Turkana,Class 3,14144,Girls,12/31/2014 12:00:00 AM,3.4248491959, 35.4357584553,512
Uasin Gishu,Class 3,12148,Girls,12/31/2014 12:00:00 AM,0.5260858915, 35.3220116672,513
Vihiga ,Class 3,11657,Girls,12/31/2014 12:00:00 AM,0.0762657959, 34.7223230361,514
Wajir,Class 3,4283,Girls,12/31/2014 12:00:00 AM,1.8081376238, 40.0349856396,515
West Pokot ,Class 3,11435,Girls,12/31/2014 12:00:00 AM,1.7401061713, 35.2438468092,516
Baringo,Class 4,9551,Girls,12/31/2014 12:00:00 AM,0.6692519803, 35.9464653527,517
Bomet,Class 4,14865,Girls,12/31/2014 12:00:00 AM,-0.7262945834, 35.2985975867,518
Bungoma,Class 4,35206,Girls,12/31/2014 12:00:00 AM,0.7492852396, 34.6404608756,519
Busia,Class 4,17729,Girls,12/31/2014 12:00:00 AM,0.3874436775, 34.1936314884,520
Elgeyo Marakwet,Class 4,7698,Girls,12/31/2014 12:00:00 AM,0.8022188109, 35.5365631474,521
Embu,Class 4,7874,Girls,12/31/2014 12:00:00 AM,-0.6039743776, 37.6265013265,522
Garissa,Class 4,5133,Girls,12/31/2014 12:00:00 AM,-0.4889103448, 40.1992785378,523
Homa Bay,Class 4,21706,Girls,12/31/2014 12:00:00 AM,-0.5428093942, 34.3589968687,524
Isiolo ,Class 4,2398,Girls,12/31/2014 12:00:00 AM,1.0104430775, 38.5421531206,525
Kajiado,Class 4,10916,Girls,12/31/2014 12:00:00 AM,-2.1213835779, 36.908842193,526
Kakamega,Class 4,38537,Girls,12/31/2014 12:00:00 AM,0.403683464, 34.744511153,527
Kericho,Class 4,15059,Girls,12/31/2014 12:00:00 AM,-0.295732906, 35.3140700086,528
Kiambu ,Class 4,20866,Girls,12/31/2014 12:00:00 AM,-1.068706066, 36.8235642579,529
Kilifi ,Class 4,20701,Girls,12/31/2014 12:00:00 AM,-3.1757320132, 39.6866875507,530
Kirinyaga,Class 4,7680,Girls,12/31/2014 12:00:00 AM,-0.5247462962, 37.3198681093,531
Kisii,Class 4,21650,Girls,12/31/2014 12:00:00 AM,-0.7746037572, 34.7747229835,532
Kisumu ,Class 4,17817,Girls,12/31/2014 12:00:00 AM,-0.1694586948, 34.835203466,533
Kitui,Class 4,22531,Girls,12/31/2014 12:00:00 AM,-1.4910385308, 38.4069210158,534
Kwale,Class 4,11796,Girls,12/31/2014 12:00:00 AM,-4.1831495272, 39.1904119005,535
Laikipia,Class 4,6163,Girls,12/31/2014 12:00:00 AM,0.3236041225, 36.7717278588,536
Lamu,Class 4,1762,Girls,12/31/2014 12:00:00 AM,-2.0786825436, 40.882860682,537
Machakos,Class 4,18527,Girls,12/31/2014 12:00:00 AM,-1.2795123066, 37.4126760329,538
Makueni,Class 4,18017,Girls,12/31/2014 12:00:00 AM,-2.1576841001, 37.7882455725,539
Mandera,Class 4,4560,Girls,12/31/2014 12:00:00 AM,3.436469488, 40.7388101667,540
Marsabit,Class 4,4071,Girls,12/31/2014 12:00:00 AM,2.9786587865, 37.5695361088,541
Meru,Class 4,22508,Girls,12/31/2014 12:00:00 AM,0.1667792413, 37.7640370542,542
Migori ,Class 4,21021,Girls,12/31/2014 12:00:00 AM,-0.9895368437, 34.3633453076,543
Mombasa,Class 4,9030,Girls,12/31/2014 12:00:00 AM,-4.0212562197, 39.6508827026,544
Muranga,Class 4,13025,Girls,12/31/2014 12:00:00 AM,-0.8095905365, 37.0327225233,545
Nairobi,Class 4,32234,Girls,12/31/2014 12:00:00 AM,-1.2934134703, 36.8681892682,546
Nakuru ,Class 4,28338,Girls,12/31/2014 12:00:00 AM,-0.4636754317, 36.0784790942,547
Nandi,Class 4,15912,Girls,12/31/2014 12:00:00 AM,0.1866888869, 35.1104876664,548
Narok,Class 4,17080,Girls,12/31/2014 12:00:00 AM,-1.2547903321, 35.5763292139,549
Nyamira,Class 4,10436,Girls,12/31/2014 12:00:00 AM,-0.6427324001, 34.9646595611,550
Nyandarua,Class 4,9615,Girls,12/31/2014 12:00:00 AM,-0.3220778225, 36.482869161,551
Nyeri,Class 4,8727,Girls,12/31/2014 12:00:00 AM,-0.3429235894, 36.9564781346,552
Samburu,Class 4,3000,Girls,12/31/2014 12:00:00 AM,1.3168546261, 37.118394067,553
Siaya,Class 4,17286,Girls,12/31/2014 12:00:00 AM,-0.0621298886, 34.2476417045,554
Taita Taveta,Class 4,4291,Girls,12/31/2014 12:00:00 AM,-3.4347339937, 38.4186020033,555
Tana River ,Class 4,3218,Girls,12/31/2014 12:00:00 AM,-1.5263666043, 39.4178692029,556
Tharaka-Nithi,Class 4,6846,Girls,12/31/2014 12:00:00 AM,-0.2070612179, 37.8702972709,557
Trans Nzoia,Class 4,16343,Girls,12/31/2014 12:00:00 AM,1.0509548086, 34.9574199775,558
Turkana,Class 4,11337,Girls,12/31/2014 12:00:00 AM,3.4248491959, 35.4357584553,559
Uasin Gishu,Class 4,12801,Girls,12/31/2014 12:00:00 AM,0.5260858915, 35.3220116672,560
Vihiga ,Class 4,11980,Girls,12/31/2014 12:00:00 AM,0.0762657959, 34.7223230361,561
Wajir,Class 4,3365,Girls,12/31/2014 12:00:00 AM,1.8081376238, 40.0349856396,562
West Pokot ,Class 4,10474,Girls,12/31/2014 12:00:00 AM,1.7401061713, 35.2438468092,563
Baringo,Class 5,9188,Girls,12/31/2014 12:00:00 AM,0.6692519803, 35.9464653527,564
Bomet,Class 5,14557,Girls,12/31/2014 12:00:00 AM,-0.7262945834, 35.2985975867,565
Bungoma,Class 5,34410,Girls,12/31/2014 12:00:00 AM,0.7492852396, 34.6404608756,566
Busia,Class 5,17150,Girls,12/31/2014 12:00:00 AM,0.3874436775, 34.1936314884,567
Elgeyo Marakwet,Class 5,7583,Girls,12/31/2014 12:00:00 AM,0.8022188109, 35.5365631474,568
Embu,Class 5,8042,Girls,12/31/2014 12:00:00 AM,-0.6039743776, 37.6265013265,569
Garissa,Class 5,4389,Girls,12/31/2014 12:00:00 AM,-0.4889103448, 40.1992785378,570
Homa Bay,Class 5,20957,Girls,12/31/2014 12:00:00 AM,-0.5428093942, 34.3589968687,571
Isiolo ,Class 5,2234,Girls,12/31/2014 12:00:00 AM,1.0104430775, 38.5421531206,572
Kajiado,Class 5,9972,Girls,12/31/2014 12:00:00 AM,-2.1213835779, 36.908842193,573
Kakamega,Class 5,37039,Girls,12/31/2014 12:00:00 AM,0.403683464, 34.744511153,574
Kericho,Class 5,14724,Girls,12/31/2014 12:00:00 AM,-0.295732906, 35.3140700086,575
Kiambu ,Class 5,20867,Girls,12/31/2014 12:00:00 AM,-1.068706066, 36.8235642579,576
Kilifi ,Class 5,20400,Girls,12/31/2014 12:00:00 AM,-3.1757320132, 39.6866875507,577
Kirinyaga,Class 5,7876,Girls,12/31/2014 12:00:00 AM,-0.5247462962, 37.3198681093,578
Kisii,Class 5,21124,Girls,12/31/2014 12:00:00 AM,-0.7746037572, 34.7747229835,579
Kisumu ,Class 5,17063,Girls,12/31/2014 12:00:00 AM,-0.1694586948, 34.835203466,580
Kitui,Class 5,21945,Girls,12/31/2014 12:00:00 AM,-1.4910385308, 38.4069210158,581
Kwale,Class 5,11104,Girls,12/31/2014 12:00:00 AM,-4.1831495272, 39.1904119005,582
Laikipia,Class 5,6268,Girls,12/31/2014 12:00:00 AM,0.3236041225, 36.7717278588,583
Lamu,Class 5,1762,Girls,12/31/2014 12:00:00 AM,-2.0786825436, 40.882860682,584
Machakos,Class 5,18131,Girls,12/31/2014 12:00:00 AM,-1.2795123066, 37.4126760329,585
Makueni,Class 5,18135,Girls,12/31/2014 12:00:00 AM,-2.1576841001, 37.7882455725,586
Mandera,Class 5,3832,Girls,12/31/2014 12:00:00 AM,3.436469488, 40.7388101667,587
Marsabit,Class 5,3393,Girls,12/31/2014 12:00:00 AM,2.9786587865, 37.5695361088,588
Meru,Class 5,21458,Girls,12/31/2014 12:00:00 AM,0.1667792413, 37.7640370542,589
Migori ,Class 5,20154,Girls,12/31/2014 12:00:00 AM,-0.9895368437, 34.3633453076,590
Mombasa,Class 5,8946,Girls,12/31/2014 12:00:00 AM,-4.0212562197, 39.6508827026,591
Muranga,Class 5,13383,Girls,12/31/2014 12:00:00 AM,-0.8095905365, 37.0327225233,592
Nairobi,Class 5,30775,Girls,12/31/2014 12:00:00 AM,-1.2934134703, 36.8681892682,593
Nakuru ,Class 5,27485,Girls,12/31/2014 12:00:00 AM,-0.4636754317, 36.0784790942,594
Nandi,Class 5,15086,Girls,12/31/2014 12:00:00 AM,0.1866888869, 35.1104876664,595
Narok,Class 5,15565,Girls,12/31/2014 12:00:00 AM,-1.2547903321, 35.5763292139,596
Nyamira,Class 5,10038,Girls,12/31/2014 12:00:00 AM,-0.6427324001, 34.9646595611,597
Nyandarua,Class 5,9947,Girls,12/31/2014 12:00:00 AM,-0.3220778225, 36.482869161,598
Nyeri,Class 5,9139,Girls,12/31/2014 12:00:00 AM,-0.3429235894, 36.9564781346,599
Samburu,Class 5,2479,Girls,12/31/2014 12:00:00 AM,1.3168546261, 37.118394067,600
Siaya,Class 5,16742,Girls,12/31/2014 12:00:00 AM,-0.0621298886, 34.2476417045,601
Taita Taveta,Class 5,4288,Girls,12/31/2014 12:00:00 AM,-3.4347339937, 38.4186020033,602
Tana River ,Class 5,2944,Girls,12/31/2014 12:00:00 AM,-1.5263666043, 39.4178692029,603
Tharaka-Nithi,Class 5,6854,Girls,12/31/2014 12:00:00 AM,-0.2070612179, 37.8702972709,604
Trans Nzoia,Class 5,15691,Girls,12/31/2014 12:00:00 AM,1.0509548086, 34.9574199775,605
Turkana,Class 5,8502,Girls,12/31/2014 12:00:00 AM,3.4248491959, 35.4357584553,606
Uasin Gishu,Class 5,12917,Girls,12/31/2014 12:00:00 AM,0.5260858915, 35.3220116672,607
Vihiga ,Class 5,11588,Girls,12/31/2014 12:00:00 AM,0.0762657959, 34.7223230361,608
Wajir,Class 5,2811,Girls,12/31/2014 12:00:00 AM,1.8081376238, 40.0349856396,609
West Pokot ,Class 5,9226,Girls,12/31/2014 12:00:00 AM,1.7401061713, 35.2438468092,610
Baringo,Class 6,9424,Girls,12/31/2014 12:00:00 AM,0.6692519803, 35.9464653527,611
Bomet,Class 6,14657,Girls,12/31/2014 12:00:00 AM,-0.7262945834, 35.2985975867,612
Bungoma,Class 6,34546,Girls,12/31/2014 12:00:00 AM,0.7492852396, 34.6404608756,613
Busia,Class 6,16481,Girls,12/31/2014 12:00:00 AM,0.3874436775, 34.1936314884,614
Elgeyo Marakwet,Class 6,8228,Girls,12/31/2014 12:00:00 AM,0.8022188109, 35.5365631474,615
Embu,Class 6,8518,Girls,12/31/2014 12:00:00 AM,-0.6039743776, 37.6265013265,616
Garissa,Class 6,4030,Girls,12/31/2014 12:00:00 AM,-0.4889103448, 40.1992785378,617
Homa Bay,Class 6,20481,Girls,12/31/2014 12:00:00 AM,-0.5428093942, 34.3589968687,618
Isiolo ,Class 6,2038,Girls,12/31/2014 12:00:00 AM,1.0104430775, 38.5421531206,619
Kajiado,Class 6,9908,Girls,12/31/2014 12:00:00 AM,-2.1213835779, 36.908842193,620
Kakamega,Class 6,36779,Girls,12/31/2014 12:00:00 AM,0.403683464, 34.744511153,621
Kericho,Class 6,14445,Girls,12/31/2014 12:00:00 AM,-0.295732906, 35.3140700086,622
Kiambu ,Class 6,21049,Girls,12/31/2014 12:00:00 AM,-1.068706066, 36.8235642579,623
Kilifi ,Class 6,19766,Girls,12/31/2014 12:00:00 AM,-3.1757320132, 39.6866875507,624
Kirinyaga,Class 6,8101,Girls,12/31/2014 12:00:00 AM,-0.5247462962, 37.3198681093,625
Kisii,Class 6,20289,Girls,12/31/2014 12:00:00 AM,-0.7746037572, 34.7747229835,626
Kisumu ,Class 6,16708,Girls,12/31/2014 12:00:00 AM,-0.1694586948, 34.835203466,627
Kitui,Class 6,21592,Girls,12/31/2014 12:00:00 AM,-1.4910385308, 38.4069210158,628
Kwale,Class 6,10754,Girls,12/31/2014 12:00:00 AM,-4.1831495272, 39.1904119005,629
Laikipia,Class 6,6065,Girls,12/31/2014 12:00:00 AM,0.3236041225, 36.7717278588,630
Lamu,Class 6,1615,Girls,12/31/2014 12:00:00 AM,-2.0786825436, 40.882860682,631
Machakos,Class 6,18759,Girls,12/31/2014 12:00:00 AM,-1.2795123066, 37.4126760329,632
Makueni,Class 6,18396,Girls,12/31/2014 12:00:00 AM,-2.1576841001, 37.7882455725,633
Mandera,Class 6,3241,Girls,12/31/2014 12:00:00 AM,3.436469488, 40.7388101667,634
Marsabit,Class 6,3091,Girls,12/31/2014 12:00:00 AM,2.9786587865, 37.5695361088,635
Meru,Class 6,20474,Girls,12/31/2014 12:00:00 AM,0.1667792413, 37.7640370542,636
Migori ,Class 6,19182,Girls,12/31/2014 12:00:00 AM,-0.9895368437, 34.3633453076,637
Mombasa,Class 6,8977,Girls,12/31/2014 12:00:00 AM,-4.0212562197, 39.6508827026,638
Muranga,Class 6,13728,Girls,12/31/2014 12:00:00 AM,-0.8095905365, 37.0327225233,639
Nairobi,Class 6,29669,Girls,12/31/2014 12:00:00 AM,-1.2934134703, 36.8681892682,640
Nakuru ,Class 6,27590,Girls,12/31/2014 12:00:00 AM,-0.4636754317, 36.0784790942,641
Nandi,Class 6,14908,Girls,12/31/2014 12:00:00 AM,0.1866888869, 35.1104876664,642
Narok,Class 6,14810,Girls,12/31/2014 12:00:00 AM,-1.2547903321, 35.5763292139,643
Nyamira,Class 6,10054,Girls,12/31/2014 12:00:00 AM,-0.6427324001, 34.9646595611,644
Nyandarua,Class 6,10251,Girls,12/31/2014 12:00:00 AM,-0.3220778225, 36.482869161,645
Nyeri,Class 6,9658,Girls,12/31/2014 12:00:00 AM,-0.3429235894, 36.9564781346,646
Samburu,Class 6,2189,Girls,12/31/2014 12:00:00 AM,1.3168546261, 37.118394067,647
Siaya,Class 6,16406,Girls,12/31/2014 12:00:00 AM,-0.0621298886, 34.2476417045,648
Taita Taveta,Class 6,4314,Girls,12/31/2014 12:00:00 AM,-3.4347339937, 38.4186020033,649
Tana River ,Class 6,2672,Girls,12/31/2014 12:00:00 AM,-1.5263666043, 39.4178692029,650
Tharaka-Nithi,Class 6,6594,Girls,12/31/2014 12:00:00 AM,-0.2070612179, 37.8702972709,651
Trans Nzoia,Class 6,15617,Girls,12/31/2014 12:00:00 AM,1.0509548086, 34.9574199775,652
Turkana,Class 6,7155,Girls,12/31/2014 12:00:00 AM,3.4248491959, 35.4357584553,653
Uasin Gishu,Class 6,13211,Girls,12/31/2014 12:00:00 AM,0.5260858915, 35.3220116672,654
Vihiga ,Class 6,11368,Girls,12/31/2014 12:00:00 AM,0.0762657959, 34.7223230361,655
Wajir,Class 6,2356,Girls,12/31/2014 12:00:00 AM,1.8081376238, 40.0349856396,656
West Pokot ,Class 6,8308,Girls,12/31/2014 12:00:00 AM,1.7401061713, 35.2438468092,657
Baringo,Class 7,9815,Girls,12/31/2014 12:00:00 AM,0.6692519803, 35.9464653527,658
Bomet,Class 7,16342,Girls,12/31/2014 12:00:00 AM,-0.7262945834, 35.2985975867,659
Bungoma,Class 7,34879,Girls,12/31/2014 12:00:00 AM,0.7492852396, 34.6404608756,660
Busia,Class 7,14680,Girls,12/31/2014 12:00:00 AM,0.3874436775, 34.1936314884,661
Elgeyo Marakwet,Class 7,8700,Girls,12/31/2014 12:00:00 AM,0.8022188109, 35.5365631474,662
Embu,Class 7,8687,Girls,12/31/2014 12:00:00 AM,-0.6039743776, 37.6265013265,663
Garissa,Class 7,3199,Girls,12/31/2014 12:00:00 AM,-0.4889103448, 40.1992785378,664
Homa Bay,Class 7,18030,Girls,12/31/2014 12:00:00 AM,-0.5428093942, 34.3589968687,665
Isiolo ,Class 7,1846,Girls,12/31/2014 12:00:00 AM,1.0104430775, 38.5421531206,666
Kajiado,Class 7,8408,Girls,12/31/2014 12:00:00 AM,-2.1213835779, 36.908842193,667
Kakamega,Class 7,33130,Girls,12/31/2014 12:00:00 AM,0.403683464, 34.744511153,668
Kericho,Class 7,15521,Girls,12/31/2014 12:00:00 AM,-0.295732906, 35.3140700086,669
Kiambu ,Class 7,21457,Girls,12/31/2014 12:00:00 AM,-1.068706066, 36.8235642579,670
Kilifi ,Class 7,18678,Girls,12/31/2014 12:00:00 AM,-3.1757320132, 39.6866875507,671
Kirinyaga,Class 7,8044,Girls,12/31/2014 12:00:00 AM,-0.5247462962, 37.3198681093,672
Kisii,Class 7,20232,Girls,12/31/2014 12:00:00 AM,-0.7746037572, 34.7747229835,673
Kisumu ,Class 7,16526,Girls,12/31/2014 12:00:00 AM,-0.1694586948, 34.835203466,674
Kitui,Class 7,21330,Girls,12/31/2014 12:00:00 AM,-1.4910385308, 38.4069210158,675
Kwale,Class 7,9781,Girls,12/31/2014 12:00:00 AM,-4.1831495272, 39.1904119005,676
Laikipia,Class 7,6206,Girls,12/31/2014 12:00:00 AM,0.3236041225, 36.7717278588,677
Lamu,Class 7,1493,Girls,12/31/2014 12:00:00 AM,-2.0786825436, 40.882860682,678
Machakos,Class 7,19329,Girls,12/31/2014 12:00:00 AM,-1.2795123066, 37.4126760329,679
Makueni,Class 7,19220,Girls,12/31/2014 12:00:00 AM,-2.1576841001, 37.7882455725,680
Mandera,Class 7,2622,Girls,12/31/2014 12:00:00 AM,3.436469488, 40.7388101667,681
Marsabit,Class 7,2750,Girls,12/31/2014 12:00:00 AM,2.9786587865, 37.5695361088,682
Meru,Class 7,20228,Girls,12/31/2014 12:00:00 AM,0.1667792413, 37.7640370542,683
Migori ,Class 7,17049,Girls,12/31/2014 12:00:00 AM,-0.9895368437, 34.3633453076,684
Mombasa,Class 7,8806,Girls,12/31/2014 12:00:00 AM,-4.0212562197, 39.6508827026,685
Muranga,Class 7,14041,Girls,12/31/2014 12:00:00 AM,-0.8095905365, 37.0327225233,686
Nairobi,Class 7,27761,Girls,12/31/2014 12:00:00 AM,-1.2934134703, 36.8681892682,687
Nakuru ,Class 7,27603,Girls,12/31/2014 12:00:00 AM,-0.4636754317, 36.0784790942,688
Nandi,Class 7,14586,Girls,12/31/2014 12:00:00 AM,0.1866888869, 35.1104876664,689
Narok,Class 7,12980,Girls,12/31/2014 12:00:00 AM,-1.2547903321, 35.5763292139,690
Nyamira,Class 7,9722,Girls,12/31/2014 12:00:00 AM,-0.6427324001, 34.9646595611,691
Nyandarua,Class 7,10738,Girls,12/31/2014 12:00:00 AM,-0.3220778225, 36.482869161,692
Nyeri,Class 7,10518,Girls,12/31/2014 12:00:00 AM,-0.3429235894, 36.9564781346,693
Samburu,Class 7,1888,Girls,12/31/2014 12:00:00 AM,1.3168546261, 37.118394067,694
Siaya,Class 7,15636,Girls,12/31/2014 12:00:00 AM,-0.0621298886, 34.2476417045,695
Taita Taveta,Class 7,4520,Girls,12/31/2014 12:00:00 AM,-3.4347339937, 38.4186020033,696
Tana River ,Class 7,2465,Girls,12/31/2014 12:00:00 AM,-1.5263666043, 39.4178692029,697
Tharaka-Nithi,Class 7,6203,Girls,12/31/2014 12:00:00 AM,-0.2070612179, 37.8702972709,698
Trans Nzoia,Class 7,15717,Girls,12/31/2014 12:00:00 AM,1.0509548086, 34.9574199775,699
Turkana,Class 7,5987,Girls,12/31/2014 12:00:00 AM,3.4248491959, 35.4357584553,700
Uasin Gishu,Class 7,13452,Girls,12/31/2014 12:00:00 AM,0.5260858915, 35.3220116672,701
Vihiga ,Class 7,10342,Girls,12/31/2014 12:00:00 AM,0.0762657959, 34.7223230361,702
Wajir,Class 7,1936,Girls,12/31/2014 12:00:00 AM,1.8081376238, 40.0349856396,703
West Pokot ,Class 7,7887,Girls,12/31/2014 12:00:00 AM,1.7401061713, 35.2438468092,704
Baringo,Class 8,7265,Girls,12/31/2014 12:00:00 AM,0.6692519803, 35.9464653527,705
Bomet,Class 8,10983,Girls,12/31/2014 12:00:00 AM,-0.7262945834, 35.2985975867,706
Bungoma,Class 8,19593,Girls,12/31/2014 12:00:00 AM,0.7492852396, 34.6404608756,707
Busia,Class 8,8889,Girls,12/31/2014 12:00:00 AM,0.3874436775, 34.1936314884,708
Elgeyo Marakwet,Class 8,5950,Girls,12/31/2014 12:00:00 AM,0.8022188109, 35.5365631474,709
Embu,Class 8,6561,Girls,12/31/2014 12:00:00 AM,-0.6039743776, 37.6265013265,710
Garissa,Class 8,2493,Girls,12/31/2014 12:00:00 AM,-0.4889103448, 40.1992785378,711
Homa Bay,Class 8,11827,Girls,12/31/2014 12:00:00 AM,-0.5428093942, 34.3589968687,712
Isiolo ,Class 8,1442,Girls,12/31/2014 12:00:00 AM,1.0104430775, 38.5421531206,713
Kajiado,Class 8,7076,Girls,12/31/2014 12:00:00 AM,-2.1213835779, 36.908842193,714
Kakamega,Class 8,22085,Girls,12/31/2014 12:00:00 AM,0.403683464, 34.744511153,715
Kericho,Class 8,12004,Girls,12/31/2014 12:00:00 AM,-0.295732906, 35.3140700086,716
Kiambu ,Class 8,20077,Girls,12/31/2014 12:00:00 AM,-1.068706066, 36.8235642579,717
Kilifi ,Class 8,14485,Girls,12/31/2014 12:00:00 AM,-3.1757320132, 39.6866875507,718
Kirinyaga,Class 8,6514,Girls,12/31/2014 12:00:00 AM,-0.5247462962, 37.3198681093,719
Kisii,Class 8,13499,Girls,12/31/2014 12:00:00 AM,-0.7746037572, 34.7747229835,720
Kisumu ,Class 8,11499,Girls,12/31/2014 12:00:00 AM,-0.1694586948, 34.835203466,721
Kitui,Class 8,17780,Girls,12/31/2014 12:00:00 AM,-1.4910385308, 38.4069210158,722
Kwale,Class 8,7510,Girls,12/31/2014 12:00:00 AM,-4.1831495272, 39.1904119005,723
Laikipia,Class 8,5323,Girls,12/31/2014 12:00:00 AM,0.3236041225, 36.7717278588,724
Lamu,Class 8,1233,Girls,12/31/2014 12:00:00 AM,-2.0786825436, 40.882860682,725
Machakos,Class 8,15311,Girls,12/31/2014 12:00:00 AM,-1.2795123066, 37.4126760329,726
Makueni,Class 8,15150,Girls,12/31/2014 12:00:00 AM,-2.1576841001, 37.7882455725,727
Mandera,Class 8,1584,Girls,12/31/2014 12:00:00 AM,3.436469488, 40.7388101667,728
Marsabit,Class 8,1650,Girls,12/31/2014 12:00:00 AM,2.9786587865, 37.5695361088,729
Meru,Class 8,15012,Girls,12/31/2014 12:00:00 AM,0.1667792413, 37.7640370542,730
Migori ,Class 8,11098,Girls,12/31/2014 12:00:00 AM,-0.9895368437, 34.3633453076,731
Mombasa,Class 8,8499,Girls,12/31/2014 12:00:00 AM,-4.0212562197, 39.6508827026,732
Muranga,Class 8,11810,Girls,12/31/2014 12:00:00 AM,-0.8095905365, 37.0327225233,733
Nairobi,Class 8,24960,Girls,12/31/2014 12:00:00 AM,-1.2934134703, 36.8681892682,734
Nakuru ,Class 8,22675,Girls,12/31/2014 12:00:00 AM,-0.4636754317, 36.0784790942,735
Nandi,Class 8,10633,Girls,12/31/2014 12:00:00 AM,0.1866888869, 35.1104876664,736
Narok,Class 8,7312,Girls,12/31/2014 12:00:00 AM,-1.2547903321, 35.5763292139,737
Nyamira,Class 8,7262,Girls,12/31/2014 12:00:00 AM,-0.6427324001, 34.9646595611,738
Nyandarua,Class 8,9486,Girls,12/31/2014 12:00:00 AM,-0.3220778225, 36.482869161,739
Nyeri,Class 8,9550,Girls,12/31/2014 12:00:00 AM,-0.3429235894, 36.9564781346,740
Samburu,Class 8,1385,Girls,12/31/2014 12:00:00 AM,1.3168546261, 37.118394067,741
Siaya,Class 8,10828,Girls,12/31/2014 12:00:00 AM,-0.0621298886, 34.2476417045,742
Taita Taveta,Class 8,4205,Girls,12/31/2014 12:00:00 AM,-3.4347339937, 38.4186020033,743
Tana River ,Class 8,1838,Girls,12/31/2014 12:00:00 AM,-1.5263666043, 39.4178692029,744
Tharaka-Nithi,Class 8,4681,Girls,12/31/2014 12:00:00 AM,-0.2070612179, 37.8702972709,745
Trans Nzoia,Class 8,9909,Girls,12/31/2014 12:00:00 AM,1.0509548086, 34.9574199775,746
Turkana,Class 8,3175,Girls,12/31/2014 12:00:00 AM,3.4248491959, 35.4357584553,747
Uasin Gishu,Class 8,9968,Girls,12/31/2014 12:00:00 AM,0.5260858915, 35.3220116672,748
Vihiga ,Class 8,8032,Girls,12/31/2014 12:00:00 AM,0.0762657959, 34.7223230361,749
Wajir,Class 8,1505,Girls,12/31/2014 12:00:00 AM,1.8081376238, 40.0349856396,750
West Pokot ,Class 8,4503,Girls,12/31/2014 12:00:00 AM,1.7401061713, 35.2438468092,751
